#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
NC|PCA|35.931488|-120.338257|1163.0|Castle Mountain|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PCB|35.518387|-121.06057|195.0|Cambria|2021-09-22T17:00:00|3000-01-01T00:00:00
NC|PCC|36.089767|-121.163612|372.0|Crazy Canyon #3|2017-09-13T22:31:00|3000-01-01T00:00:00
NC|PCE|36.01585|-120.29402|355.0|Cedar Canyon|2019-06-25T00:00:00|3000-01-01T00:00:00
NC|PCM|35.8055|-120.40963|671.0|Cholame Hills|2004-10-04T00:00:00|3000-01-01T00:00:00
NC|PDRB|36.334083|-120.368897|447.9|Domigine Ranch #3|2021-09-20T00:00:00|3000-01-01T00:00:00
NC|PGH|35.830761|-120.353844|405.0|Gold Hill|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PHA|35.836178|-120.398613|398.0|Harlan Ranch|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PHC|35.682285|-121.153671|521.0|Hearst Castle|2021-11-04T20:43:00|3000-01-01T00:00:00
NC|PHF|35.881638|-120.401558|457.0|Heflinger Ranch|1988-02-09T23:00:00|3000-01-01T00:00:00
NC|PHOC|35.866745|-120.479567|802.0|Hog Canyon Seismic Site #3|2021-11-03T00:00:00|3000-01-01T00:00:00
NC|PHP|35.980545|-120.606827|548.0|Hope Ranch|1984-10-26T00:00:00|3000-01-01T00:00:00
NC|PHR|36.373028|-120.818947|707.0|Hernandez Valley|2022-05-10T17:53:00|3000-01-01T00:00:00
NC|PHSB|35.824039|-121.053932|475.0|Hesperia #3|2007-04-24T00:00:00|3000-01-01T00:00:00
NC|PIR|35.554401|-120.223343|471.0|Iverson Ranch|2003-05-06T22:00:00|3000-01-01T00:00:00
NC|PJC|36.095871|-120.371613|431.0|Jacalitos Hills|2020-11-18T23:54:00|3000-01-01T00:00:00
NC|PJU|36.226974|-120.593521|925.0|Juniper Ridge|1998-11-03T20:30:00|3000-01-01T00:00:00
NC|PKE|36.061031|-120.109634|244.0|Kettleman Hills|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PKL|35.77298|-120.339943|422.0|Kerr Lake|2004-09-30T19:30:00|3000-01-01T00:00:00
NC|PKYB|35.263928|-120.667167|123.0|KSLY Radio San Luis Obispo|2020-11-17T00:00:00|3000-01-01T00:00:00
NC|PL11C|35.974435|-120.551609|666.0|SAFOD Shallow Borehole (1.5 METER)|2022-04-14T00:00:00|3000-01-01T00:00:00
NC|PLO|36.246326|-121.042953|251.0|Lonoak Rd|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PMC|35.725224|-120.370621|471.0|Mcmillan Canyon|2003-05-06T22:00:00|3000-01-01T00:00:00
NC|PML|34.894722|-120.609268|468.0|Mount Lospe #2|2003-05-06T22:00:00|3000-01-01T00:00:00
NC|PMM|35.956329|-120.498489|751.0|Middle Mountain|1984-10-02T20:00:00|3000-01-01T00:00:00
NC|PMPB|36.215904|-120.801262|802.0|Monarch Peak|2004-05-21T20:08:00|3000-01-01T00:00:00
NC|PMR|35.784294|-120.236755|498.0|Maxie Ranch|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PPBB|35.26077|-120.886384|82.0|Point Buchon|2020-11-19T00:00:00|3000-01-01T00:00:00
NC|PPG|35.862637|-119.956451|177.0|Pepper Grass Valley|1989-01-05T17:45:00|3000-01-01T00:00:00
NC|PPO|35.866665|-120.615959|446.0|Portuguese Canyon #2|2004-03-30T23:35:00|3000-01-01T00:00:00
NC|PPTB|36.106767|-120.748847|575.8|Peach Tree|2021-08-02T00:00:00|3000-01-01T00:00:00
NC|PSAB|36.02486|-120.889267|150.0|San Ardo|2016-12-21T19:45:00|3000-01-01T00:00:00
NC|PSC|35.588333|-120.426331|326.0|Shedd Canyon #1|2003-05-06T22:00:00|3000-01-01T00:00:00
NC|PSM|36.068806|-120.596184|957.0|Smith Mountain|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PSN|35.787762|-120.295067|390.0|Stone Corral|2004-09-30T19:30:00|3000-01-01T00:00:00
NC|PSR|35.856228|-120.280357|480.0|Scobie Ranch|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PST|35.93071|-120.514755|559.0|Stockdale Mountain|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PTA|35.392475|-120.707794|802.0|Tassajara Creek|2003-05-06T22:00:00|3000-01-01T00:00:00
NC|PTQ|34.581875|-120.573975|448.0|Tranquillion Mtn|2003-05-06T22:00:00|3000-01-01T00:00:00
NC|PTR|35.654152|-120.213318|594.0|Twissleman Ranch|2003-05-06T22:00:00|2022-03-22T16:06:00
NC|PVC|35.922073|-120.534988|670.0|Vineyard Canyon|1984-10-03T00:00:00|3000-01-01T00:00:00
NC|PWK|35.814495|-120.511948|470.0|Work Ranch|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PWM|36.432682|-120.212364|45.0|Westland Maint Station|1984-01-01T00:00:00|2022-05-12T23:15:00
NN|FMT|36.637501|-116.783501|1079.0|Funeral Mountains, CA. (GPS 12/05/2000) w84|1978-11-28T00:00:00|3000-01-01T00:00:00
NN|GVN|36.999802|-117.344398|844.0|Grapevine Mountains, CA. (GPS (12/05/2000) w84|1978-11-18T00:00:00|3000-01-01T00:00:00
NN|GWY|36.186001|-116.6698|1538.0|Greenwater Valley, CA. (GPS 12/06/2000) w84gm|1988-02-10T00:00:00|3000-01-01T00:00:00
NN|HYDE|36.1609|-115.1931|657.0|Hyde High School, LLNL/ANSS BB+SM w84|2003-05-16T00:00:00|3000-01-01T00:00:00
NN|MCA|36.6465|-117.281403|303.0|Marble Canyon, California. (GPS 12/06/2000) w84|1979-01-23T00:00:00|3000-01-01T00:00:00
NN|MOHS|36.2547|-115.138397|623.0|Mojave High School, LLNL/ANSS BB+SM w84gm|2005-03-07T00:00:00|3000-01-01T00:00:00
NN|PAN|36.3932|-117.099701|1682.0|Panamint Range. (GPS 12/06/2000) w84gm|1988-04-01T00:00:00|3000-01-01T00:00:00
NN|QSM|35.965|-116.869102|385.0|Queen of Sheba Mine, CA. (GPS 01/17/2001)   w84gm|1978-11-28T00:00:00|3000-01-01T00:00:00
NN|RRK|36.0656|-115.4668|1193.0|Red Rock Park, Nevada w84gm|2001-02-08T00:00:00|3000-01-01T00:00:00
NN|SHP|36.5047|-115.1567|1632.0|Sheep Range, Nevada w84gm|1998-05-05T00:00:00|3000-01-01T00:00:00
NN|STHB|36.645401|-116.338799|1052.0|Striped Hills, NV, USA analog reactivation|2016-04-19T00:00:00|3000-01-01T00:00:00
NN|TMO|36.804699|-117.404404|2170.0|Tin Mountain, California. (GPS 04/17/2001) w84|1978-11-28T00:00:00|3000-01-01T00:00:00
NN|UNVG|36.1106|-115.1446|619.0|UNLV greenhouse area, Las Vegas Valley|2012-06-14T00:00:00|3000-01-01T00:00:00
NN|V12A|35.726601|-114.851097|1098.0|Nelson, NV, USA - NN reactivation|2015-09-22T00:00:00|3000-01-01T00:00:00
NN|WCT|36.792702|-116.626602|967.0|Wildcat, Nevada. (GPS 05/29/2002) w84gm|1981-04-08T00:00:00|3000-01-01T00:00:00
NN|WLDB|36.792702|-116.626602|955.0|Wildcat Mountain, NV, USA analog reactivation|2016-04-20T00:00:00|3000-01-01T00:00:00
NN|WTNK|36.1917|-115.010597|676.0|7433 Soaring Heights w84gm|2003-05-19T00:00:00|3000-01-01T00:00:00
NP|1041|34.99771|-119.48584|837.0|CA:Maricopa Array #1|1994-01-27T18:00:00|2022-01-27T18:00:00
NP|5030|34.52149|-117.99099|856.0|5030, Palmdale, CA (LT2)|2004-07-15T00:00:00|3000-01-01T00:00:00
NP|5036|34.1926|-117.42744|618.0|CA:SBD;Sycamore Forest FS|1993-06-10T18:00:00|3000-01-01T00:00:00
NP|5053|32.6695|-115.4925|2.0|CA:Calexico;FS|1997-03-13T18:00:00|3000-01-01T00:00:00
NP|5054|32.69323|-115.33819|9.0|CA:Holtville;Bonds Crnr Olima|1996-09-26T18:00:00|3000-01-01T00:00:00
NP|5062|33.17747|-115.61564|-64.0|Salton Sea Wildlife (SSW)|2004-06-10T00:00:00|3000-01-01T00:00:00
NP|5080|34.07834|-118.69391|183.0|CA:Calabasas;Monte Nido FS|1990-09-17T18:00:00|3000-01-01T00:00:00
NP|5081|34.08377|-118.599|203.0|5081, Woodland Hills, CA (TCF)|1990-05-25T18:00:00|3000-01-01T00:00:00
NP|5241|33.51237|-116.80035|1043.0|CA:Cahuilla Valley;(old FS)|2000-02-10T18:00:00|3000-01-01T00:00:00
NP|5271|33.35262|-115.73325|-96.0|5271, Bombay Beach, CA (BBB)|2004-07-15T00:00:00|3000-01-01T00:00:00
NP|5272|32.7081|-115.09256|38.0|CA:Imp Vly;Midway Well|1997-03-12T18:00:00|3000-01-01T00:00:00
NP|5288|33.69729|-118.02485|1.0|CA:Huntington Beach;Springdale|1991-03-12T18:00:00|3000-01-01T00:00:00
NP|5296|34.13665|-118.12847|232.0|CA:Pasadena;USGS/NSMP Office|1991-12-30T18:00:00|3000-01-01T00:00:00
NP|5337|34.14003|-117.2939|364.0|CA:SBD;FS 04|1999-11-16T18:00:00|3000-01-01T00:00:00
NP|5371|34.20588|-117.3671|567.0|CA:SBD;N Verdemont Sch|1999-11-24T18:00:00|3000-01-01T00:00:00
NP|5375|33.15569|-116.1679|117.0|CA:Ocotillo Wells;Veh Rec Area|1995-02-04T18:00:00|3000-01-01T00:00:00
NP|5402|34.07618|-118.3959|39.0|NP.5402, Beverly Hills, previously CI.BVH|2004-07-15T00:00:00|3000-01-01T00:00:00
NP|5403|34.39697|-119.29874|124.0|5403, Ojai, CA (OKV)|2004-07-15T00:00:00|3000-01-01T00:00:00
NP|5409|34.23396|-117.48244|839.0|CA:Lytle Creek;FS|1998-10-29T18:00:00|3000-01-01T00:00:00
NP|5422|34.18504|-118.44698|216.0|CA:Los Angeles;FS 39|2001-04-24T18:00:00|3000-01-01T00:00:00
NP|5425|34.27718|-118.55965|362.0|CA:Granada Hls;Porter Rnch FS8|2002-04-11T18:00:00|3000-01-01T00:00:00
NP|5430|33.19814|-117.37824|26.0|CA:Oceanside;FS 1|2001-06-12T18:00:00|3000-01-01T00:00:00
NP|5431|34.2186|-118.86804|247.0|CA:Thousand Oaks;FS 34|2001-06-14T18:00:00|3000-01-01T00:00:00
NP|5442|34.049049|-116.940323|1533.0|Oak Glen, Christian Center (OKGL)|2013-03-21T19:00:00|3000-01-01T00:00:00
NP|5444|33.63461|-116.09534|-10.0|Thermal, Buchanan Street (TRM)|2004-10-14T00:00:00|3000-01-01T00:00:00
NP|5480|34.70312|-118.42573|942.0|Elizabeth Lake Tunnel North (ELTN)|2010-05-11T19:00:00|3000-01-01T00:00:00
NP|5481|34.5993|-118.45375|918.0|CA:Elizabeth Lake Tunnel  S|2012-04-19T00:00:00|3000-01-01T00:00:00
NP|5491|32.82288|-116.529307|1129.0|CA:Pine Valley;FS|2018-03-07T18:00:00|3000-01-01T00:00:00
NP|5492|34.20011|-118.36044|223.0|Burbank Airport  (aka BBA2)|2010-07-01T00:00:00|3000-01-01T00:00:00
NP|5494|32.95861|-116.57937|1486.0|CA:Julian;Cuyamaca Rnch St Pk|2011-03-24T18:00:00|3000-01-01T00:00:00
NP|PEDS|35.8952|-120.4228|498.0|CA:Parkfield;Eades|2014-01-28T18:00:00|3000-01-01T00:00:00
NR|NE70|32.42095|-115.26078|-23.0|Mexicali, Mexico|2002-04-01T00:00:00|3000-01-01T00:00:00
PB|B058|36.7995|-121.5808|114.2|sjgrad058bcn2007, San Juan Bautista, CA, USA|2007-05-17T00:00:00|3000-01-01T00:00:00
PB|B065|36.743667|-121.474167|643.0|gabiln065bcn2007, San Juan Bautista, CA, USA|2007-06-21T00:00:00|3000-01-01T00:00:00
PB|B066|36.857533|-121.592167|67.0|rockrd066bcn2007, San Juan Bautista, CA, USA|2007-06-07T00:00:00|3000-01-01T00:00:00
PB|B067|36.765|-121.5655|126.2|stoney067bcn2007, San Juan Bautista, CA, USA|2007-06-12T00:00:00|3000-01-01T00:00:00
PB|B072|35.831|-120.345|397.7|goldhl072bcn2007, Parkfield, CA, USA|2007-08-27T00:00:00|3000-01-01T00:00:00
PB|B073|35.9467|-120.4717|535.3|varian073bcs2006, Parkfield, CA, USA|2006-10-18T00:00:00|3000-01-01T00:00:00
PB|B075|35.9292|-120.5153|583.0|flengt075bcs2006, Parkfield, CA, USA|2006-10-13T00:00:00|3000-01-01T00:00:00
PB|B076|35.9398|-120.4248|445.0|donnal076bcs2006, Parkfield, CA, USA|2006-10-13T00:00:00|3000-01-01T00:00:00
PB|B078|35.8377|-120.3452|386.8|goldhl078bcs2006, Parkfield, CA, USA|2006-10-12T00:00:00|3000-01-01T00:00:00
PB|B079|35.7157|-120.2057|436.6|jackcn079bcs2006, Parkfield, CA, USA|2006-10-13T00:00:00|3000-01-01T00:00:00
PB|B081|33.711167|-116.714167|1467.0|keenwi081bcs2006, Anza, CA, USA|2006-06-15T00:00:00|3000-01-01T00:00:00
PB|B082|33.598182|-116.596005|1374.8|pathfi082bcs2006, Anza, CA, USA|2006-06-10T00:00:00|3000-01-01T00:00:00
PB|B082A|33.598182|-116.596005|1374.8|pathfi082bcs2006, Anza, CA, USA|2013-03-02T00:00:00|3000-01-01T00:00:00
PB|B084|33.61157|-116.45637|1271.0|pinyon084bcs2006, Anza, CA, USA|2006-06-18T00:00:00|3000-01-01T00:00:00
PB|B086|33.5575|-116.531|1392.0|santar086bcs2006, Anza, CA, USA|2006-06-17T00:00:00|3000-01-01T00:00:00
PB|B086A|33.5575|-116.531|1392.0|santar086bcs2006, Anza, CA, USA|2013-02-13T00:00:00|3000-01-01T00:00:00
PB|B087|33.4955|-116.602667|1139.0|fordra087bcs2006, Anza, CA, USA|2006-06-17T00:00:00|3000-01-01T00:00:00
PB|B088|33.37495|-116.62052|1403.9|skyoks088bcs2007, Anza, CA, USA|2007-01-27T00:00:00|3000-01-01T00:00:00
PB|B088A|33.37495|-116.62052|1403.9|skyoks088bcs2007, Anza, CA, USA|2013-03-06T00:00:00|3000-01-01T00:00:00
PB|B093|33.59369|-116.7641|1229.6|trippf093bcs2007, Anza, CA, USA|2007-09-20T00:00:00|3000-01-01T00:00:00
PB|B900|35.686|-120.003|219.5|blacka900bcn2007, Parkfield, CA, USA|2007-08-22T00:00:00|3000-01-01T00:00:00
PB|B901|35.6897|-120.142|275.3|indspr901bcn2007, Parkfield, CA, USA|2007-09-26T00:00:00|3000-01-01T00:00:00
PB|B916|36.1925|-117.6685|1859.9|marips916bcs2008, China Lake, CA, USA|2008-03-13T00:00:00|3000-01-01T00:00:00
PB|B917|35.4053|-117.2588|1192.0|tonyso917bcs2008, China Lake, CA, USA|2008-07-14T00:00:00|3000-01-01T00:00:00
PB|B918|35.9357|-117.6017|1042.6|mtsprn918bcs2008, China Lake, CA, USA|2008-06-21T00:00:00|3000-01-01T00:00:00
PB|B921|35.5865|-117.4622|694.5|randsb921bcs2008, China Lake, CA, USA|2008-06-03T00:00:00|3000-01-01T00:00:00
PB|B946|33.5373|-116.5925|1429.0|sagebf946bcs2010, Anza, CA, USA|2010-07-23T00:00:00|3000-01-01T00:00:00
PG|BLD|35.533833|-120.90667|457.0|Black Mountain dig|2007-10-09T18:01:00|3000-01-01T00:00:00
PG|CSD|35.600498|-121.094002|30.0|Cambria Substation dig|2011-12-09T19:50:00|3000-01-01T00:00:00
PG|DCD|35.212166|-120.840836|238.0|Diablo Creek digital|2007-04-24T00:00:00|3000-01-01T00:00:00
PG|DPD|35.233002|-120.78167|488.0|Davis Peak digital|2007-01-04T19:15:00|3000-01-01T00:00:00
PG|EFD|35.320499|-120.724998|95.0|Emergency Op Facility|2009-10-08T17:08:00|3000-01-01T00:00:00
PG|LMD|35.380329|-120.824669|171.0|Little Morro Creek dig|2009-12-22T21:00:00|3000-01-01T00:00:00
PG|LSD|35.297333|-120.843002|244.0|Los Osos digital|2010-12-09T23:25:00|3000-01-01T00:00:00
PG|MLD|35.322498|-120.602501|762.0|Mt. Lowe|2011-06-15T22:39:00|3000-01-01T00:00:00
PG|NPD|35.086334|-120.472504|452.0|Nipomo|2008-08-09T00:00:00|3000-01-01T00:00:00
PG|PBD|35.709|-121.2715|183.0|Pt Piedras Blancas|2010-11-17T18:01:00|3000-01-01T00:00:00
PG|PSD|34.902168|-120.621666|378.0|Point Sal digital|2007-10-09T18:01:00|3000-01-01T00:00:00
PG|SHD|35.168171|-120.76133|195.0|San Luis Hill|2007-01-04T19:15:00|3000-01-01T00:00:00
PG|VPD|35.239899|-120.869003|435.0|Valencia Peak digital|2009-09-23T18:36:00|3000-01-01T00:00:00
SB|CPSLO|35.302109|-120.66716|88.1|CalPoly San Luis Obispo|2017-09-01T00:00:00|3000-01-01T00:00:00
SB|VAFB1|34.8579|-120.5986|121.0|Globe Rd, Vandenberg AFB, CA, USA|2020-12-18T00:00:00|3000-01-01T00:00:00
SB|VAFB2|34.8449|-120.5831|91.0|Taft Rd, Vandenberg AFB, CA, USA|2020-12-18T00:00:00|3000-01-01T00:00:00
SN|AMD|36.4526|-116.2818|775.4|Amargosa Desert, Nevada w84|1997-04-25T00:00:00|3000-01-01T00:00:00
SN|BTW|36.997799|-116.567398|1391.0|Beatty Wash, Nevada w84|1995-08-18T00:00:00|3000-01-01T00:00:00
SN|HEL|36.724602|-116.975899|747.0|Hell's Gate, California w84|2002-06-24T00:00:00|3000-01-01T00:00:00
SN|JFR2|36.687698|-116.152603|1092.0|Rock Valley SPE near JFR analog|2012-03-07T00:00:00|3000-01-01T00:00:00
SN|LEC|36.5627|-116.6905|1113.0|Lees Camp, California w84|2002-02-26T00:00:00|3000-01-01T00:00:00
SN|MCY|36.661755|-115.962296|1250.7|Mercury Rock Valley|1980-03-07T00:00:00|3000-01-01T00:00:00
SN|NSP|36.727798|-116.212402|1242.0|Numbskull Pass, NTS, Nevada w84|1992-09-09T00:00:00|3000-01-01T00:00:00
SN|PUV|36.949402|-115.964203|1253.0|Plutonium Valley, NTS, Nevada w84|1995-09-15T00:00:00|3000-01-01T00:00:00
SN|RTPP|36.721401|-116.128998|1155.0|Rock Valley portable and reinstall|2012-04-11T00:00:00|3000-01-01T00:00:00
SN|RVEE|36.711601|-116.106796|1131.9|Rock Valley East Epicenter|2013-12-18T00:00:00|3000-01-01T00:00:00
SN|RVFF|36.7285|-115.985397|1079.0|Rock Valley Frenchman Flat|2013-04-01T00:00:00|3000-01-01T00:00:00
SN|RVNE|36.7607|-116.1054|1323.0|Rock Valley SPE, Northeast, wgs84|2012-03-09T00:00:00|3000-01-01T00:00:00
SN|RVSE|36.6959|-116.098396|1157.0|Rock Valley SPE, Southeast, wgs84|2012-03-06T00:00:00|3000-01-01T00:00:00
SN|SGR|36.9804|-117.0336|1560.0|South Grapevine, Nevada w84|1998-05-07T00:00:00|3000-01-01T00:00:00
SN|SPRS|36.688202|-116.178101|1092.0|Specter Range SM and Rock Valley SPE wgs84|1995-01-01T00:00:00|3000-01-01T00:00:00
SN|TPW|36.9016|-116.2528|1573.0|Topopah Wash, NTS, Nevada w84|1995-09-15T00:00:00|3000-01-01T00:00:00
WR|PEC|33.891979|-117.161346|582.0|Perris Dam Park & rec|1971-11-30T00:00:00|3000-01-01T00:00:00
WR|PYR|34.567799|-118.741898|1245.0|Pyramid Dam Whit. Peak|1988-12-04T16:33:00|3000-01-01T00:00:00
ZY|APBC|32.6289|-115.2485|2239.0|APBC|2010-04-04T00:00:00|3000-01-01T00:00:00
ZY|GVBC|32.3028|-115.0764|2774.0|GVBC|2010-04-04T00:00:00|3000-01-01T00:00:00
ZY|MGD|33.18884|-116.76064|1300.0|Mesa Grande|2010-06-23T00:00:00|3000-01-01T00:00:00
ZY|OCBC|32.6312|-115.4505|4.0|OCBC|2010-04-04T00:00:00|3000-01-01T00:00:00
