#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
CI|LRR2|34.52706|-118.02998|906.0|Little Rock Reservoir 2|2013-05-13T00:00:00|3000-01-01T00:00:00
CI|LTP|33.8811|-118.17568|20.0|Lighthipe|2000-07-25T00:00:00|3000-01-01T00:00:00
CI|LUC2|34.45638|-116.96423|886.0|Lucerne Valley 2|2012-06-26T00:00:00|3000-01-01T00:00:00
CI|LUG|34.3656|-117.36683|1140.0|Lugo|1998-01-28T00:00:00|3000-01-01T00:00:00
CI|LUS|33.01375|-117.16305|120.7|Lusardi Creek County Preserve|2017-06-20T00:00:00|3000-01-01T00:00:00
CI|LVO|34.555798|-119.88387|275.6|Live Oak Camp|2019-06-17T00:00:00|3000-01-01T00:00:00
CI|LVY|34.17408|-119.15636|11.8|Levy|2013-10-30T00:00:00|3000-01-01T00:00:00
CI|LYP|32.70333|-116.7548|886.4|Lyon's Peak|2016-05-23T00:00:00|3000-01-01T00:00:00
CI|MAG|35.36165|-118.92282|135.0|Magundon|2001-01-29T00:00:00|3000-01-01T00:00:00
CI|MCT|34.22645|-116.04073|661.0|MCC 29palms|2001-01-24T00:00:00|3000-01-01T00:00:00
CI|MES|34.263111|-119.095882|69.2|Mesa Elementary School|2016-10-20T00:00:00|3000-01-01T00:00:00
CI|MGE|33.81841|-116.36874|68.0|Mirage|1999-10-16T00:00:00|3000-01-01T00:00:00
CI|MLS|34.0046|-117.56162|230.0|Mira Loma|1998-03-05T00:00:00|3000-01-01T00:00:00
CI|MMC|33.57304|-117.76258|55.1|Pacific Marine Mammal Center|2015-10-29T12:00:00|3000-01-01T00:00:00
CI|MNO|33.94738|-117.17278|564.0|Moreno|2013-10-30T00:00:00|3000-01-01T00:00:00
CI|MOP|34.28096|-118.90469|141.0|Moorpark|1999-09-16T00:00:00|3000-01-01T00:00:00
CI|MOR|33.50388|-117.13993|331.0|Moraga|2013-10-29T00:00:00|3000-01-01T00:00:00
CI|MPI|34.81258|-119.1453|2673.0|Mount Pinos|2000-11-01T00:00:00|3000-01-01T00:00:00
CI|MPM|36.05799|-117.48901|1839.0|Manuel Prospect Mine|1998-06-25T00:00:00|3000-01-01T00:00:00
CI|MPP|34.88848|-119.81362|1739.0|Mcpherson Peak|2000-10-01T00:00:00|3000-01-01T00:00:00
CI|MSC|34.03852|-116.64795|938.0|Mission Creek|2009-04-22T20:30:00|3000-01-01T00:00:00
CI|MSJ|33.80801|-116.96789|466.0|Mt. San Jacinto Campus|1999-07-27T00:00:00|3000-01-01T00:00:00
CI|MTA|33.42654|-117.37927|785.0|Margarita Mountains|2015-08-25T00:00:00|3000-01-01T00:00:00
CI|MTG|33.19915|-116.64727|1092.0|Mataguay Scout Camp|2013-10-29T00:00:00|3000-01-01T00:00:00
CI|MTP|35.48434|-115.5532|1588.0|Mountain Pass|1996-09-10T00:00:00|3000-01-01T00:00:00
CI|MUR|33.59999|-117.19543|562.0|Murrieta|2005-07-25T00:00:00|3000-01-01T00:00:00
CI|MWC|34.22362|-118.05832|1725.0|Mount Wilson Obsv|1928-04-23T00:00:00|3000-01-01T00:00:00
CI|NBS|34.78035|-116.55798|590.0|Newberry Springs|2001-12-19T00:00:00|3000-01-01T00:00:00
CI|NCH|34.9427|-119.67395|665.0|New Cuyama High School|2013-12-04T00:00:00|3000-01-01T00:00:00
CI|NEE2|34.76759|-114.61881|271.0|Needles Airport|2006-07-27T00:00:00|3000-01-01T00:00:00
CI|NEN|34.77539|-118.50099|859.0|Neenach|2013-10-30T00:00:00|3000-01-01T00:00:00
CI|NJQ|34.53412|-120.17737|219.0|Nojoqui County Park|2001-11-20T00:00:00|3000-01-01T00:00:00
CI|NOT|34.22869|-118.55829|247.5|Northridge|1995-10-05T00:00:00|3000-01-01T00:00:00
CI|NPN|35.467388|-115.268509|935.1|Nipton|2017-04-06T00:00:00|3000-01-01T00:00:00
CI|NSS2|33.55553|-115.94586|17.0|North Shore Salton Sea 2|2004-03-17T11:50:00|3000-01-01T00:00:00
CI|NWH|33.733138|-117.751087|95.8|Irvine USD, Northwood High|2015-10-28T19:00:00|3000-01-01T00:00:00
CI|OAT|34.34361|-118.61442|1089.0|Oat Mountain|1999-03-11T00:00:00|3000-01-01T00:00:00
CI|OCP|32.74755|-116.01931|155.1|Ocotillo Community Park|2015-04-17T00:00:00|3000-01-01T00:00:00
CI|OGC|33.78816|-117.844|64.0|Orange (Chapman)|1995-10-16T00:00:00|3000-01-01T00:00:00
CI|OLI|33.94539|-117.92372|162.0|Olinda|1999-11-23T00:00:00|3000-01-01T00:00:00
CI|OLP|32.60771|-116.93019|159.0|Otay Lakes Park|2001-01-10T00:00:00|3000-01-01T00:00:00
CI|OSI|34.6145|-118.7235|718.0|Osito Audit: Castaic Lake|1995-06-28T00:00:00|3000-01-01T00:00:00
CI|PALA|33.38905|-117.03182|552.0|Pala|2014-01-09T00:00:00|3000-01-01T00:00:00
CI|PASC|34.17141|-118.18523|341.0|Art Center College of Design (GSN-affiliate)|2006-10-05T00:00:00|3000-01-01T00:00:00
CI|PDE|34.44199|-118.58215|328.0|Pardee|1999-09-23T00:00:00|3000-01-01T00:00:00
CI|PDM|34.30336|-114.14152|144.0|Parker|2001-09-20T00:00:00|3000-01-01T00:00:00
CI|PDR|33.96273|-118.43702|45.0|Playa Del Rey|2001-02-02T00:00:00|3000-01-01T00:00:00
CI|PDU|34.1207|-117.63808|445.0|Padua|1999-10-16T00:00:00|3000-01-01T00:00:00
CI|PDW|33.92397|-117.61713|166.0|Prado Wetlands|2015-05-01T16:45:00|3000-01-01T00:00:00
CI|PEM|34.16689|-117.87009|777.0|Pine Mtn|2021-10-08T19:00:00|3000-01-01T00:00:00
CI|PER|33.86164|-117.20529|468.0|Lake Perris|2003-05-21T00:00:00|3000-01-01T00:00:00
CI|PGA|33.4914|-117.0635|351.5|Pechanga|2013-10-29T00:00:00|3000-01-01T00:00:00
CI|PHL|35.40773|-120.54556|355.0|Park Hill|1997-07-23T00:00:00|3000-01-01T00:00:00
CI|PLM|33.35361|-116.86265|1691.0|Palomar|1939-09-09T00:00:00|3000-01-01T00:00:00
CI|PLR|33.17349|-115.977744|54.9|Poleline Road|2014-02-12T00:00:00|3000-01-01T00:00:00
CI|PLS|33.7953|-117.60906|1199.0|Pleasants Peak|1990-05-23T00:00:00|3000-01-01T00:00:00
CI|PMD|33.64785|-116.37769|296.0|Palm Desert|2005-05-07T00:45:00|3000-01-01T00:00:00
CI|POB2|33.68708|-116.92382|999.0|Polly Butte 2|2014-03-20T19:00:00|3000-01-01T00:00:00
CI|POP|34.728508|-118.39402|842.0|Antelope Valley Poppy Reserve|2021-08-24T00:00:00|3000-01-01T00:00:00
CI|POR|36.10368|-119.00343|198.0|Porterville|2018-10-04T17:00:00|3000-01-01T00:00:00
CI|PSD|33.82393|-116.55026|144.0|Palm Springs Desert Museum|2005-04-13T23:13:00|3000-01-01T00:00:00
CI|PSR|34.09181|-117.80709|305.0|Puddingstone|2005-09-14T00:00:00|3000-01-01T00:00:00
CI|PTD|34.00443|-118.80686|7.0|Point Dume|1973-06-30T00:00:00|3000-01-01T00:00:00
CI|PUT|34.69115|-117.96919|747.0|Piute|2013-10-30T00:00:00|3000-01-01T00:00:00
CI|PZA|35.3558|-120.2524|778.7|La Panza, Los Padres NF|2021-08-03T00:00:00|3000-01-01T00:00:00
CI|QAD|34.42367|-119.60926|68.0|QAD Inc.|2017-06-21T00:00:00|3000-01-01T00:00:00
CI|QLC|35.04084|-119.97425|556.9|Quail Canyon|2016-05-02T00:00:00|3000-01-01T00:00:00
CI|QUG|34.39558|-118.49837|515.0|Quigley Station|2001-01-19T01:00:00|3000-01-01T00:00:00
CI|RAG|34.68289|-116.15139|722.0|Ragtown|1999-07-20T00:00:00|3000-01-01T00:00:00
CI|RCR|33.36237|-116.3096|193.0|Rockhouse Canyon Road|2014-12-31T00:00:00|3000-01-01T00:00:00
CI|RCT|36.30523|-119.24384|107.0|Rector|1999-10-11T00:00:00|2022-06-17T00:00:00
CI|RCU|34.08309|-117.52442|329.9|Rancho Cucamonga|2015-04-24T16:40:00|3000-01-01T00:00:00
CI|RFR|35.113583|-120.097209|386.3|Rock Front Ranch|2016-05-02T00:00:00|3000-01-01T00:00:00
CI|RHC2|34.00095|-118.01333|362.0|Rose Hills Cemetery 2|2014-01-14T22:00:00|3000-01-01T00:00:00
CI|RHR|33.290213|-117.176482|173.0|Rawhide Ranch|2017-03-16T00:00:00|3000-01-01T00:00:00
CI|RIN|34.28196|-118.47925|304.0|Rinaldi|1999-08-19T00:00:00|3000-01-01T00:00:00
CI|RIO|34.10473|-117.97956|118.0|Rio Hondo|1999-10-19T00:00:00|3000-01-01T00:00:00
CI|RKMO|33.67421|-117.60947|408.0|Ramakrishna Monastery|2013-11-14T00:00:00|3000-01-01T00:00:00
CI|RMM|34.64384|-116.62438|1777.0|Rodman Mountain|1992-06-30T00:00:00|3000-01-01T00:00:00
CI|RPV|33.74346|-118.40412|107.0|Rancho Palos Verdes|1993-05-12T00:00:00|3000-01-01T00:00:00
CI|RRC|35.372816|-117.989768|789.0|Red Rock Canyon State Park|2016-10-25T00:00:00|3000-01-01T00:00:00
CI|RRX|34.87533|-116.99684|676.2|Barstow Service Center|2000-11-08T00:00:00|3000-01-01T00:00:00
CI|RSI|34.85191|-120.20868|181.3|Rancho Sisquoc|2017-01-24T00:00:00|3000-01-01T00:00:00
CI|RSS|33.97327|-117.32674|298.0|Riverside Surface|1999-05-27T00:00:00|3000-01-01T00:00:00
CI|RUN|32.97222|-114.97809|116.0|Ruthven|1973-03-31T00:00:00|3000-01-01T00:00:00
CI|RUS|34.05075|-118.08078|70.0|Rush|1998-05-29T00:00:00|3000-01-01T00:00:00
CI|RVR|33.99351|-117.37545|266.0|Riverside|1926-10-19T00:00:00|3000-01-01T00:00:00
CI|RXH|33.18313|-115.62257|-59.0|Rock Hill|2004-05-26T17:25:00|3000-01-01T00:00:00
CI|RYS|34.64341|-119.35224|1807.0|Reyes Peak|2021-10-19T21:00:00|3000-01-01T00:00:00
CI|SAL|33.2801|-115.98585|14.0|Salton City|1999-05-25T00:00:00|3000-01-01T00:00:00
CI|SAN|33.70432|-117.88578|11.0|Santa Ana|1995-08-16T00:00:00|3000-01-01T00:00:00
CI|SBB2|34.68844|-117.82424|825.0|Saddleback Butte State Park|2004-10-28T21:15:00|3000-01-01T00:00:00
CI|SBC|34.44076|-119.71492|94.0|Santa Barbara|1932-01-05T00:00:00|3000-01-01T00:00:00
CI|SBI|33.48046|-119.02986|41.0|Santa Barbara Island|2003-07-16T00:00:00|3000-01-01T00:00:00
CI|SBPX|34.2324|-117.23484|1860.0|Strawberry Peak|1996-06-12T00:00:00|3000-01-01T00:00:00
CI|SCI2|32.9799|-118.54697|199.0|San Clemente Island 2|2003-10-23T00:00:00|3000-01-01T00:00:00
CI|SCZ2|33.99543|-119.6351|440.0|Santa Cruz Island 2|2003-11-04T00:00:00|3000-01-01T00:00:00
CI|SDD|33.55259|-117.66171|120.0|Saddleback|1999-04-20T00:00:00|3000-01-01T00:00:00
CI|SDG|32.784|-117.13805|101.0|San Diego Mission Control|2001-09-26T00:00:00|3000-01-01T00:00:00
CI|SDR|32.73561|-116.94241|113.0|San Diego Road Dept|2001-04-20T00:00:00|3000-01-01T00:00:00
CI|SES|34.43692|-119.1375|480.0|Summit Elementary School|2001-01-25T00:00:00|3000-01-01T00:00:00
CI|SGL|32.64933|-115.72638|75.0|Signal Mtn|1973-03-31T00:00:00|3000-01-01T00:00:00
CI|SHO|35.89953|-116.2753|451.0|Shoshone|1996-10-14T00:00:00|3000-01-01T00:00:00
CI|SHR|36.49113|-118.84505|929.6|Sheppards Saddle, Sequoia NP|2021-08-10T00:00:00|3000-01-01T00:00:00
CI|SHU|34.64279|-118.16454|774.0|Shuttle|2013-10-30T00:00:00|3000-01-01T00:00:00
CI|SIL|34.34803|-116.82747|1698.0|Silver Peak|1975-11-18T00:00:00|3000-01-01T00:00:00
CI|SLA|35.89095|-117.28332|1174.0|Slate Mountain|1999-03-09T00:00:00|3000-01-01T00:00:00
CI|SLB|33.48519|-115.86643|0.0|Salton Beach|2009-02-06T17:55:00|3000-01-01T00:00:00
CI|SLH|33.19269|-116.25399|208.0|Sleepy Hollow|2013-03-25T00:00:00|3000-01-01T00:00:00
CI|SLM|34.45227|-118.42267|523.0|Solemint|2013-10-30T00:00:00|3000-01-01T00:00:00
CI|SLR|33.83359|-116.79737|1567.0|Skyland Ranch|2001-11-30T00:00:00|3000-01-01T00:00:00
CI|SLV|33.23854|-115.30436|254.6|Salvation Pass|2017-10-24T00:00:00|3000-01-01T00:00:00
CI|SMF2|34.02201|-118.44627|52.2|Santa Monica Field 2|2012-07-05T00:00:00|3000-01-01T00:00:00
CI|SMI|34.03818|-120.35132|165.0|San Miguel Island|2010-07-01T00:00:00|3000-01-01T00:00:00
CI|SMM|35.3142|-119.99581|599.0|Simmler|1999-11-09T00:00:00|3000-01-01T00:00:00
CI|SMR|35.37699|-120.61247|341.0|Santa Margarita Ranch|2008-05-22T21:00:00|3000-01-01T00:00:00
CI|SMT|34.33364|-119.01381|683.0|South Mountain|2013-10-30T00:00:00|3000-01-01T00:00:00
CI|SMV|34.27091|-118.74407|276.0|Simi Valley|1995-10-11T00:00:00|3000-01-01T00:00:00
CI|SMW|35.01108|-120.40997|169.0|Santa Maria Wineman|2008-12-09T22:49:00|3000-01-01T00:00:00
CI|SNCC|33.24787|-119.52437|275.0|San Nicolas Island|1994-05-03T00:00:00|3000-01-01T00:00:00
CI|SNO|34.03515|-116.80778|2339.0|Snow Peak|2008-12-03T20:32:00|3000-01-01T00:00:00
CI|SNR|32.86184|-115.43602|-63.0|Schaffner Ranch|1973-05-01T00:00:00|3000-01-01T00:00:00
CI|SOC|33.38761|-117.58013|52.0|San Onofre Canyon|2015-06-29T00:00:00|3000-01-01T00:00:00
CI|SOL2|34.436|-118.289|708.9|Soledad Canyon Fire Camp 11, Angeles National Forest|2021-08-25T00:00:00|3000-01-01T00:00:00
CI|SPF|34.05933|-118.64614|470.0|Saddle Peak Fire Camp 8|2000-10-19T00:00:00|3000-01-01T00:00:00
CI|SPG2|36.20057|-118.76624|627.0|Springville 2|2005-12-06T00:00:00|3000-01-01T00:00:00
CI|SQC|34.866469|-120.294393|130.0|Sisquoc - FS #23|2013-12-04T00:00:00|3000-01-01T00:00:00
CI|SRA|34.60601|-115.94987|338.6|Siberia|2017-06-05T00:00:00|3000-01-01T00:00:00
CI|SRI|33.97875|-120.07886|392.0|Santa Rosa Island|2010-09-01T00:00:00|3000-01-01T00:00:00
CI|SRN|33.82854|-117.78938|208.0|Serrano|1999-11-15T00:00:00|3000-01-01T00:00:00
CI|SRT|35.69235|-117.75051|667.0|Snort|1982-07-31T00:00:00|3000-01-01T00:00:00
CI|SS3|34.20772|-117.499668|1605.5|San Sevaine 3|2021-10-20T00:00:00|3000-01-01T00:00:00
CI|SSS|34.03103|-117.45498|337.1|Stringfellow Superfund Site Jurupa Mountains|2015-11-04T00:00:00|3000-01-01T00:00:00
CI|STC|34.30302|-119.18676|180.0|Santa Clara|1999-11-15T00:00:00|3000-01-01T00:00:00
CI|STG|33.664|-117.76856|49.0|Santiago|2000-01-24T00:00:00|3000-01-01T00:00:00
CI|STS|33.79033|-118.19878|4.0|State Street|1999-05-20T00:00:00|3000-01-01T00:00:00
CI|SUN|34.21023|-117.694194|1652.0|Sunset Peak|1976-01-31T00:00:00|3000-01-01T00:00:00
CI|SVD|34.10647|-117.09822|605.0|Seven Oaks|1990-12-04T00:00:00|3000-01-01T00:00:00
CI|SWP|32.79184|-116.09718|265.0|Sweeney Pass|2013-10-29T00:00:00|3000-01-01T00:00:00
CI|SWS|32.94508|-115.79988|140.0|Sam W. Stewart|1997-09-20T00:00:00|3000-01-01T00:00:00
CI|SYN|34.60723|-120.0696|201.0|Santa Ynez FS #32|2013-12-04T00:00:00|3000-01-01T00:00:00
CI|SYP|34.52781|-119.97832|1278.0|Santa Ynez Peak|1967-06-07T00:00:00|3000-01-01T00:00:00
CI|TA2|34.38203|-117.67822|2249.0|Table Mountain|1997-02-06T00:00:00|3000-01-01T00:00:00
CI|TEH|35.2913|-118.42079|846.0|Cattani Ranch|2001-05-02T00:00:00|3000-01-01T00:00:00
CI|TEJ|35.23107|-118.68878|650.0|El Tejon|1981-02-28T00:00:00|3000-01-01T00:00:00
CI|TER2|35.33233|-119.36238|80.0|Tule Elk Reserve|2019-07-11T22:00:00|3000-01-01T00:00:00
CI|TFT|35.14592|-119.41946|233.0|Taft|2001-10-30T00:00:00|3000-01-01T00:00:00
CI|THC|34.90853|-118.66443|1688.0|Tehachapi|1981-03-31T00:00:00|3000-01-01T00:00:00
CI|THM|33.65066|-116.07734|60.0|Thermal Canyon|2009-03-10T20:48:00|3000-01-01T00:00:00
CI|TJR|35.02722|-118.74373|398.0|Tejon Ranch|1981-02-28T00:00:00|3000-01-01T00:00:00
CI|TOR|33.57526|-116.22584|4.0|Toro Canyon|2007-04-30T00:00:00|3000-01-01T00:00:00
CI|TOW2|35.80856|-117.76488|685.0|Tower 2|2014-07-10T00:00:00|3000-01-01T00:00:00
CI|TPO|34.87883|-118.22864|769.0|Tropico Hills|1976-05-10T00:00:00|3000-01-01T00:00:00
CI|TUQ|35.43584|-115.92389|1350.0|Turquoise Mountain|2002-05-02T00:00:00|3000-01-01T00:00:00
CI|USC|34.01919|-118.28631|58.0|Univ Southern Ca|1993-02-17T00:00:00|3000-01-01T00:00:00
CI|VCP|33.23934|-117.02125|426.9|Valley Center-Pauma Unified School District|2017-03-22T00:00:00|3000-01-01T00:00:00
CI|VCS|34.48372|-118.11781|992.0|Vincent|1997-09-09T00:00:00|3000-01-01T00:00:00
CI|VDJ|34.18986|-114.57145|284.6|Vidal Junction|2016-10-06T00:00:00|3000-01-01T00:00:00
CI|VES|35.84089|-119.08469|154.0|Vestal|1999-09-30T00:00:00|3000-01-01T00:00:00
CI|VLO|32.97181|-116.41064|518.0|Vallecito|2014-12-31T00:00:00|3000-01-01T00:00:00
CI|VLY|33.736134|-117.156523|445.8|Valley|2013-10-29T00:00:00|3000-01-01T00:00:00
CI|VOG|36.32098|-119.38226|90.0|Valley Oaks Golf Course|2011-05-26T00:00:00|3000-01-01T00:00:00
CI|VTV|34.56065|-117.3296|843.0|Victorville|1993-04-14T00:00:00|3000-01-01T00:00:00
CI|WAS2|35.7377|-118.55743|1828.0|Alta Sierra 2|2014-06-03T00:00:00|3000-01-01T00:00:00
CI|WBM|35.60839|-117.89049|892.0|Bowman Road|1979-09-26T00:00:00|3000-01-01T00:00:00
CI|WBP|35.87841|-118.07414|2494.6|Bear Peak|2017-07-25T00:00:00|3000-01-01T00:00:00
CI|WBS|35.53664|-118.14035|1927.0|Bird Springs|1980-04-22T00:00:00|3000-01-01T00:00:00
CI|WCS2|36.02521|-117.76526|1143.0|Coso Hot Springs 2|2014-07-14T00:00:00|3000-01-01T00:00:00
CI|WGR|34.51085|-119.27407|554.0|Wheeler Gorge Ranger Station|2001-08-01T00:00:00|3000-01-01T00:00:00
CI|WHF|35.69513|-118.35183|859.0|Hanning Flat|1979-05-23T00:00:00|3000-01-01T00:00:00
CI|WLH2|36.152072|-118.313186|2672.0|Little Horse 2|2014-06-04T00:00:00|3000-01-01T00:00:00
CI|WLS2|34.578987|-117.719386|889.0|Wilsona 2|2015-09-18T00:00:00|3000-01-01T00:00:00
CI|WLT|34.00948|-117.95077|107.0|Walnut|1999-11-15T00:00:00|3000-01-01T00:00:00
CI|WMD|33.03826|-115.58191|-45.0|Westmorland|2013-05-08T00:00:00|3000-01-01T00:00:00
CI|WMF|36.11758|-117.85486|1537.4|Mccloud Flat|2016-07-13T20:00:00|3000-01-01T00:00:00
CI|WNM|35.8422|-117.90616|974.3|Nine Mile Canyon|1975-09-25T00:00:00|3000-01-01T00:00:00
CI|WOR|35.69563|-118.24246|795.0|Onyx Ranch|1979-05-23T00:00:00|3000-01-01T00:00:00
CI|WRC2|35.9479|-117.65038|943.0|Renegade Canyon|2014-07-09T00:00:00|3000-01-01T00:00:00
CI|WRV2|36.00774|-117.8904|1070.0|Rose Valley Canyon 2|2014-07-10T00:00:00|3000-01-01T00:00:00
CI|WSS|34.1717|-118.64971|316.0|West Side|2000-11-21T00:00:00|3000-01-01T00:00:00
CI|WTT2|33.94867|-118.25539|37.0|Watts|2011-01-05T00:00:00|3000-01-01T00:00:00
CI|WVP2|35.94939|-117.81769|1465.0|Volcano Peak 2|2014-07-11T00:00:00|3000-01-01T00:00:00
CI|WWC|33.94068|-116.40876|619.0|West Wide Canyon|2009-04-01T20:00:00|3000-01-01T00:00:00
CI|WWF|33.27884|-115.57888|-61.0|Wister Waterfowl|2014-02-10T00:00:00|3000-01-01T00:00:00
CI|XTL2|34.295958|-117.862491|1677.8|Crystal Lake 2|2021-09-27T00:00:00|3000-01-01T00:00:00
CI|YEG2|35.43831|-119.96306|963.0|Yeguas Mtn. 2|2016-04-25T00:00:00|3000-01-01T00:00:00
CI|YUC|34.19675|-116.40576|1077.0|Yucca Valley|2013-04-16T00:00:00|3000-01-01T00:00:00
CI|YUH2|32.64752|-115.92227|184.0|Yuha Desert|2014-04-29T18:00:00|3000-01-01T00:00:00
EN|ELM|33.1772|-115.6134|-64.0|Elmore, , , |2007-12-01T00:00:00|3000-01-01T00:00:00
EN|ENG|33.1477|-115.5438|-64.0|English, , , |2007-12-01T00:00:00|3000-01-01T00:00:00
EN|HAT|33.1705|-115.5883|-64.0|Hatfield, , , |2007-12-01T00:00:00|3000-01-01T00:00:00
EN|LIN|33.1473|-115.6387|-64.0|Lindsey, , , |2007-12-01T00:00:00|3000-01-01T00:00:00
EN|OBS|33.1752|-115.6379|-64.0|Obsidian Butte, , , |2007-12-01T00:00:00|3000-01-01T00:00:00
EN|RED|33.1996|-115.6088|-64.0|Red Hill Marina, , , |2007-12-01T00:00:00|3000-01-01T00:00:00
EN|SIM|33.1913|-115.545|-64.0|Simpson, , , |2007-12-01T00:00:00|3000-01-01T00:00:00
EN|YOU|33.133|-115.606|-64.0|Young, Calipatria, CA, USA|2007-12-01T00:00:00|3000-01-01T00:00:00
MX|MBIG|32.4071|-115.1981|2.0|Mexicali|2011-10-11T00:00:00|3000-01-01T00:00:00
MX|TJIG|32.4338|-116.6746|336.0|Tijuana|2010-06-01T00:00:00|3000-01-01T00:00:00
NC|BBGB|36.578484|-121.039566|1089.0|Big Mountain #3|2008-06-27T20:52:00|3000-01-01T00:00:00
NC|BCC|36.5413|-121.74248|244.0|Calera Canyon|2019-03-04T00:00:00|3000-01-01T00:00:00
NC|BCGB|36.70746|-121.34651|426.0|Cienega Road|2021-12-07T00:00:00|3000-01-01T00:00:00
NC|BCWB|36.305137|-121.565843|1507.0|Chews Ridge|2022-05-17T00:00:00|3000-01-01T00:00:00
NC|BHW|36.38445|-121.3781|206.0|Hahn Winery|2019-04-19T00:00:00|3000-01-01T00:00:00
NC|BJC|36.547001|-121.392166|173.0|Johnson Canyon #1|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|BJF|36.29283|-121.40327|722.0|Juan Fiesta|2019-04-19T00:00:00|3000-01-01T00:00:00
NC|BJOB|36.610867|-121.314667|1052.0|Mount Johnson|2007-05-16T00:00:00|3000-01-01T00:00:00
NC|BKC|36.5802|-121.62623|125.0|Kalte Canyon|2019-04-22T00:00:00|3000-01-01T00:00:00
NC|BMS|36.663078|-120.792923|780.0|Mercy Hot Springs|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|BPL|36.46538|-121.86833|710.0|Palo Corona Regional Park|2021-12-08T00:00:00|3000-01-01T00:00:00
NC|BPOB|36.22789|-121.76717|340.0|Post Ranch|2019-11-27T00:00:00|3000-01-01T00:00:00
NC|BPRB|36.407211|-121.730667|738.0|Ponciano Ridge|2017-07-05T19:03:00|3000-01-01T00:00:00
NC|BPV|36.70522|-121.25906|381.0|Pinnacle Vineyards|2019-03-13T00:00:00|3000-01-01T00:00:00
NC|BRM|36.845051|-120.824654|343.0|Rolling Bench Mark|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|BRV|36.424683|-121.018967|525.0|Little Rabbit Val #1|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|BSG|36.413811|-121.25518|160.0|Shirttail Gulch|2016-12-01T22:36:00|3000-01-01T00:00:00
NC|BSM|36.383732|-121.429222|884.0|Soledad Mountain #2|1985-11-14T20:00:00|3000-01-01T00:00:00
NC|BSR|36.667431|-121.520325|375.0|Salinas Radio Site #2|2017-02-14T23:00:00|3000-01-01T00:00:00
NC|BTV|36.455281|-121.057975|596.0|Topo Valley|2019-05-21T00:00:00|3000-01-01T00:00:00
NC|BVLB|36.571701|-121.185402|444.0|Bear Valley FS|2018-09-13T18:00:00|3000-01-01T00:00:00
NC|HAZ|36.884457|-121.591965|98.0|Anzar Road|2021-12-09T22:49:00|3000-01-01T00:00:00
NC|HBH|36.88338|-121.4905|209.0|Brookhollow Lane|2019-03-13T00:00:00|3000-01-01T00:00:00
NC|HCBB|36.930889|-121.66188|208.0|Chamberlain|2017-07-11T17:57:00|3000-01-01T00:00:00
NC|HCO|36.8885|-121.705666|115.0|Corn Cob Canyon #1|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|HCRB|36.955299|-121.582047|186.0|Chase Ranch|2016-12-07T22:00:00|3000-01-01T00:00:00
NC|HER|36.79818|-121.711548|39.0|Elkhorn Road|1989-11-03T19:24:00|3000-01-01T00:00:00
NC|HES|36.85173|-121.7421|92.0|Elkhorn Slough|2019-03-06T00:00:00|3000-01-01T00:00:00
NC|HFE|36.982899|-121.403214|290.0|San Felipe #1|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|HFP|36.753544|-121.491661|658.0|Fremont Peak|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|HLB|36.98972|-120.93017|126.0|Los Banos Reservoir|2020-02-04T00:00:00|3000-01-01T00:00:00
NC|HLO|36.90242|-121.29919|478.0|Lone Tree|2019-05-21T00:00:00|3000-01-01T00:00:00
NC|HMOB|36.599346|-121.918144|200.0|Monterey #4|2010-06-10T20:49:00|3000-01-01T00:00:00
NC|HSFB|36.81855|-121.50349|187.0|St. Francis Retreat|2019-03-07T00:00:00|3000-01-01T00:00:00
NC|HTU|36.826817|-121.643486|175.0|Tustin Rd|2007-10-11T21:39:00|3000-01-01T00:00:00
NC|JELB|36.927448|-121.827637|81.0|Ellicott|2006-07-19T00:00:00|3000-01-01T00:00:00
NC|JPL|36.977467|-121.833832|92.0|Pleasant Valley|1984-01-01T00:00:00|2022-03-22T15:59:00
NC|MGS|36.85805|-119.92023|91.0|Gregg Station|2019-05-21T00:00:00|3000-01-01T00:00:00
NC|PAGB|35.730652|-120.249863|480.0|Antelope Grade|2004-10-04T00:00:00|3000-01-01T00:00:00
NC|PAR|36.249279|-120.342773|452.0|Anticline Ridge|1984-01-01T00:00:00|3000-01-01T00:00:00
NC|PBC|36.32026|-120.95414|706.0|Bitterwater Creek|2019-04-19T00:00:00|3000-01-01T00:00:00
NC|PBIB|35.161415|-120.475174|522.0|Biddle #3|2020-11-19T00:00:00|3000-01-01T00:00:00
NC|PBM|35.394451|-120.353897|1049.0|Black Mountain|2003-05-06T22:00:00|3000-01-01T00:00:00
NC|PBO|35.68674|-120.00061|237.0|Black Orchard|2019-05-06T00:00:00|3000-01-01T00:00:00
NC|PBP|35.579121|-120.077484|569.0|Bitterwater Pump Sta.|2003-05-06T22:00:00|3000-01-01T00:00:00
NC|PBS|35.745735|-120.149017|811.0|Blue Stone Ridge|1996-10-09T22:30:00|3000-01-01T00:00:00
