time, latitude, longitude, depth, depthUnits, magnitude, magnitudeType
2022-03-28T15:00:39.320Z, 35.65100, -117.46400,   7.56, KILOMETER,   2.1, Ml
2022-03-28T13:40:18.000Z, 33.47033, -116.91833,   9.44, KILOMETER,  2.25, Ml
2022-03-28T08:05:18.810Z, 36.20567, -117.91117,   2.42, KILOMETER,  2.16, Ml
2022-03-27T20:01:34.190Z, 32.44150, -115.19983,  16.24, KILOMETER,  2.28, Ml
2022-03-26T14:58:53.780Z, 33.98033, -116.54733,  10.15, KILOMETER,   2.3, Ml
2022-03-26T11:32:24.200Z, 35.99183, -120.16933,  15.50, KILOMETER,  2.54, Ml
2022-03-26T06:30:07.660Z, 32.24550, -115.26267,  14.85, KILOMETER,  2.31, Ml
2022-03-24T01:53:33.340Z, 36.46317, -117.96317,   6.06, KILOMETER,  2.01, Ml
2022-03-23T01:58:44.750Z, 34.29100, -118.43183,   7.47, KILOMETER,  2.61, Ml
2022-03-22T15:38:53.770Z, 32.25250, -115.27300,  11.48, KILOMETER,  2.39, Ml
2022-03-22T11:59:40.490Z, 33.47150, -116.53250,  13.09, KILOMETER,  3.03, Ml
2022-03-22T11:33:10.610Z, 32.92617, -118.44617,   5.83, KILOMETER,  2.31, Ml
2022-03-22T10:33:38.430Z, 34.04983, -117.56450,   7.40, KILOMETER,  3.28, Ml
2022-03-21T23:41:44.940Z, 33.11633, -116.07833,   9.90, KILOMETER,  2.28, Ml
2022-03-21T16:02:22.860Z, 33.88883, -118.75500,  14.45, KILOMETER,  2.88, Ml
2022-03-21T15:09:40.730Z, 32.40133, -115.23300,   6.86, KILOMETER,  2.43, Ml
2022-03-20T23:31:48.540Z, 33.11283, -115.59983,  11.02, KILOMETER,  2.94, Ml
2022-03-20T22:37:55.660Z, 35.91333, -117.71233,   2.66, KILOMETER,  2.41, Ml
2022-03-19T01:04:27.770Z, 35.52300, -118.38117,   8.32, KILOMETER,  2.04, Ml
2022-03-18T21:48:28.880Z, 36.48917, -117.92900,   6.43, KILOMETER,  2.86, Ml
2022-03-18T21:30:15.660Z, 33.19333, -116.00300,   7.93, KILOMETER,  2.83, Ml
2022-03-18T09:27:15.930Z, 36.09883, -117.89367,   5.25, KILOMETER,  2.24, Ml
2022-03-17T20:21:10.650Z, 33.32333, -119.11717,   8.80, KILOMETER,  2.79, Ml
2022-03-17T18:48:56.910Z, 33.66733, -118.23133,   6.49, KILOMETER,  2.12, Ml
2022-03-17T04:53:50.680Z, 32.25300, -115.27117,  14.95, KILOMETER,  2.46, Ml
2022-03-17T01:46:56.550Z, 34.09550, -116.77367,  11.78, KILOMETER,  2.53, Ml
2022-03-16T23:46:35.830Z, 36.02850, -117.78300,   2.07, KILOMETER,  2.24, Ml
2022-03-16T17:51:02.390Z, 35.63750, -117.42017,   6.88, KILOMETER,  2.49, Ml
2022-03-16T17:05:10.520Z, 33.05000, -116.21317,   6.21, KILOMETER,  2.44, Ml
2022-03-16T10:13:38.140Z, 33.99067, -117.16867,  15.00, KILOMETER,  2.76, Ml
2022-03-16T06:08:58.910Z, 32.69567, -115.53333,   4.90, KILOMETER,  2.46, Ml
2022-03-16T05:43:13.670Z, 32.69467, -115.53217,   3.18, KILOMETER,  2.68, Ml
2022-03-16T03:14:44.040Z, 34.50317, -119.21783,  -0.57, KILOMETER,  2.19, Ml
2022-03-15T18:15:34.880Z, 35.82517, -117.65083,   6.27, KILOMETER,  3.09, Ml
2022-03-15T13:23:35.010Z, 34.61017, -120.39033,  -0.10, KILOMETER,  2.01, Ml
2022-03-15T00:59:02.100Z, 34.43550, -119.29583,  10.99, KILOMETER,  2.27, Ml
2022-03-15T00:57:31.560Z, 34.43683, -119.29633,  10.23, KILOMETER,   2.5, Ml
2022-03-14T19:16:16.300Z, 33.93483, -116.64067,  11.97, KILOMETER,  2.94, Ml
2022-03-14T05:59:45.990Z, 33.05067, -116.21733,   6.72, KILOMETER,  2.16, Ml
2022-03-14T05:40:39.570Z, 33.34600, -115.78400,   3.32, KILOMETER,  2.06, Ml
2022-03-13T21:33:35.780Z, 33.19833, -115.63917,   4.37, KILOMETER,  2.08, Ml
2022-03-13T20:51:32.570Z, 36.58700, -121.18900,   5.67, KILOMETER,  4.14, Mw
2022-03-13T10:04:16.110Z, 35.75167, -118.48467,   5.01, KILOMETER,  2.39, Ml
2022-03-13T03:33:30.040Z, 33.41300, -116.43533,  14.76, KILOMETER,  2.48, Ml
2022-03-13T01:12:34.100Z, 32.33400, -115.30183,   5.76, KILOMETER,  2.39, Ml
2022-03-12T18:30:46.700Z, 35.50867, -118.39183,   7.82, KILOMETER,  2.04, Ml
2022-03-12T17:29:01.590Z, 33.94017, -116.75983,  15.31, KILOMETER,  2.39, Ml
2022-03-12T15:39:06.430Z, 35.50917, -118.39133,   6.52, KILOMETER,  2.23, Ml
2022-03-12T05:15:46.780Z, 36.34750, -117.96533,   0.78, KILOMETER,  2.49, Ml
2022-03-11T13:09:52.050Z, 36.34800, -117.96617,   1.69, KILOMETER,  2.15, Ml
2022-03-10T18:20:21.360Z, 32.24300, -115.24567,  14.05, KILOMETER,  2.19, Ml
2022-03-08T15:46:03.230Z, 34.06217, -118.98700,   9.19, KILOMETER,   2.1, Ml
2022-03-06T16:53:20.560Z, 35.76767, -117.58817,   1.78, KILOMETER,  2.16, Ml
2022-03-06T03:02:47.520Z, 34.36950, -118.32050,   8.02, KILOMETER,  2.16, Ml
2022-03-05T11:02:16.160Z, 35.51367, -118.38400,   4.74, KILOMETER,  3.27, Ml
2022-03-04T18:00:28.800Z, 34.03633, -117.03567,  12.88, KILOMETER,  2.12, Ml
2022-03-03T00:21:54.460Z, 35.04283, -117.66567,  -0.78, KILOMETER,  2.04, Ml
2022-03-02T22:55:02.670Z, 33.85333, -115.54317,   1.78, KILOMETER,  2.73, Ml
2022-03-02T11:47:45.760Z, 33.59183, -118.23450,   0.88, KILOMETER,   2.0, Ml
2022-03-02T03:09:55.270Z, 36.44483, -117.82483,   8.25, KILOMETER,  2.28, Ml
2022-03-02T00:12:29.700Z, 34.28350, -118.98717,   0.39, KILOMETER,  2.03, Ml
2022-03-01T14:47:10.720Z, 33.51633, -116.50233,  13.23, KILOMETER,   2.0, Ml
2022-03-01T10:03:54.270Z, 34.46417, -118.00550,   8.20, KILOMETER,  2.18, Ml
2022-03-01T06:34:09.970Z, 34.43333, -119.29367,  11.54, KILOMETER,  2.61, Ml
2022-03-01T05:06:42.710Z, 34.44100, -119.29750,  11.56, KILOMETER,  2.83, Ml
2022-03-01T05:01:10.860Z, 34.43900, -119.29350,  10.87, KILOMETER,  2.84, Ml
2022-03-01T04:10:04.580Z, 34.43783, -119.29333,  11.65, KILOMETER,  2.49, Ml
2022-03-01T01:57:35.860Z, 35.31317, -118.60083,   5.30, KILOMETER,   2.3, Ml
2022-02-28T11:57:25.370Z, 32.33317, -115.35833,  15.54, KILOMETER,  3.26, Ml
2022-02-28T02:28:31.420Z, 33.97650, -116.72867,  15.46, KILOMETER,  2.31, Ml
2022-02-27T21:20:56.040Z, 32.04783, -116.33250,   5.06, KILOMETER,  2.44, Ml
2022-02-27T04:44:34.540Z, 34.42217, -119.13600,  17.29, KILOMETER,  3.05, Ml
2022-02-27T01:44:18.300Z, 34.42117, -119.13200,  19.66, KILOMETER,  3.98, Mw
2022-02-27T01:28:55.210Z, 33.47833, -116.44433,   9.68, KILOMETER,   2.0, Ml
2022-02-27T00:52:57.700Z, 33.32017, -116.89900,  16.58, KILOMETER,  2.06, Ml
2022-02-26T03:38:10.790Z, 34.42333, -119.12600,  14.01, KILOMETER,  2.07, Ml
2022-02-26T03:20:38.880Z, 34.42283, -119.13583,  15.29, KILOMETER,  2.32, Ml
2022-02-25T23:01:30.300Z, 33.39133, -116.34200,  10.17, KILOMETER,  2.35, Ml
2022-02-25T10:39:25.980Z, 33.29917, -116.29367,   6.34, KILOMETER,  2.34, Ml
2022-02-25T07:38:48.150Z, 32.70533, -115.81633,  11.10, KILOMETER,  2.54, Ml
2022-02-24T03:45:32.520Z, 33.00617, -117.71200,   3.80, KILOMETER,  2.04, Ml
2022-02-23T06:51:50.310Z, 33.21517, -116.27050,   9.61, KILOMETER,  2.21, Ml
2022-02-23T01:51:42.350Z, 33.16717, -116.43800,  14.93, KILOMETER,  2.05, Ml
2022-02-23T00:56:15.530Z, 34.51083, -118.78950,  13.61, KILOMETER,   2.0, Ml
2022-02-23T00:20:39.970Z, 35.95850, -117.98033,   3.82, KILOMETER,  2.82, Ml
2022-02-22T17:35:20.080Z, 34.51133, -118.79100,  15.04, KILOMETER,  2.42, Ml
2022-02-22T05:39:40.080Z, 33.05017, -115.58683,   9.82, KILOMETER,  2.44, Ml
2022-02-21T02:44:51.960Z, 32.32833, -115.22133,  11.25, KILOMETER,  2.26, Ml
2022-02-20T23:15:10.600Z, 32.29633, -115.32250,  19.62, KILOMETER,  2.25, Ml
2022-02-20T20:49:31.870Z, 34.03483, -117.18667,  11.07, KILOMETER,  2.65, Ml
2022-02-20T17:09:54.880Z, 33.90517, -118.28850,  12.02, KILOMETER,   2.1, Ml
2022-02-20T09:51:21.880Z, 32.39483, -115.24850,  19.30, KILOMETER,  2.32, Ml
2022-02-18T23:32:57.690Z, 33.31133, -116.13967,  10.56, KILOMETER,  2.01, Ml
2022-02-18T20:54:08.110Z, 32.94767, -115.52617,   3.72, KILOMETER,  2.25, Ml
2022-02-18T15:30:24.060Z, 32.37467, -115.33917,   2.68, KILOMETER,  2.13, Ml
2022-02-18T06:21:46.780Z, 32.30533, -115.33783,  15.98, KILOMETER,   2.4, Ml
2022-02-18T03:04:17.840Z, 32.43250, -115.27267,   4.47, KILOMETER,  2.98, Ml
2022-02-17T22:44:39.260Z, 32.29583, -115.31450,  19.00, KILOMETER,  2.48, Ml
2022-02-17T19:52:08.720Z, 32.99917, -116.33217,   9.93, KILOMETER,  2.93, Ml
2022-02-16T17:18:21.670Z, 34.41167, -119.13717,  16.10, KILOMETER,  2.74, Ml
2022-02-16T14:57:28.810Z, 32.54600, -115.62333,  10.60, KILOMETER,  2.23, Ml
2022-02-15T21:42:05.480Z, 32.37783, -115.33900,   3.08, KILOMETER,   2.2, Ml
2022-02-14T17:55:36.450Z, 35.91750, -117.68117,   2.99, KILOMETER,  2.24, Ml
2022-02-14T17:55:00.910Z, 35.91767, -117.68117,   3.51, KILOMETER,  2.02, Ml
2022-02-14T16:41:35.260Z, 34.38917, -118.64150,   3.23, KILOMETER,  3.17, Ml
2022-02-14T11:09:59.050Z, 35.65950, -117.53350,   9.50, KILOMETER,  2.63, Ml
2022-02-12T23:26:29.910Z, 34.19800, -116.65550,   0.40, KILOMETER,  2.01, Ml
2022-02-11T23:25:48.160Z, 33.33800, -116.23133,  11.16, KILOMETER,  2.34, Ml
2022-02-11T14:21:13.660Z, 35.91633, -117.68767,   2.79, KILOMETER,  2.93, Ml
2022-02-11T14:15:50.450Z, 35.91967, -117.68800,   3.13, KILOMETER,  2.32, Ml
2022-02-11T12:18:42.170Z, 35.91817, -117.68733,   2.65, KILOMETER,  2.34, Ml
2022-02-11T09:31:59.000Z, 34.42717, -119.13217,  16.08, KILOMETER,  2.16, Ml
2022-02-11T00:35:46.380Z, 34.42050, -119.13467,  16.29, KILOMETER,  2.64, Ml
2022-02-11T00:25:02.020Z, 34.41717, -119.13233,  18.74, KILOMETER,  3.86, Mw
2022-02-10T23:52:30.250Z, 34.42100, -119.13167,  15.61, KILOMETER,  2.26, Ml
2022-02-10T23:32:41.990Z, 34.42483, -119.12850,  14.84, KILOMETER,  2.04, Ml
2022-02-09T12:18:34.630Z, 32.36117, -115.34167,   1.81, KILOMETER,  2.34, Ml
2022-02-09T04:07:12.060Z, 36.14250, -118.44350,   7.48, KILOMETER,  2.32, Ml
2022-02-09T04:05:51.690Z, 36.13767, -118.44083,   3.29, KILOMETER,  2.73, Ml
2022-02-09T01:47:42.470Z, 35.98617, -117.67500,   2.12, KILOMETER,  2.64, Ml
2022-02-08T23:21:31.440Z, 36.05300, -120.63350,   0.30, KILOMETER,  2.03, Ml
2022-02-08T15:38:22.330Z, 34.08717, -118.28950,   7.97, KILOMETER,  2.59, Ml
2022-02-07T16:01:09.480Z, 35.60667, -117.47583,  10.67, KILOMETER,  2.11, Ml
2022-02-07T15:44:59.200Z, 34.16483, -119.09267,   7.60, KILOMETER,  2.11, Ml
2022-02-07T12:10:28.870Z, 35.09517, -116.95867,   1.91, KILOMETER,   2.0, Ml
2022-02-06T23:24:47.510Z, 33.73233, -117.47867,  11.02, KILOMETER,  3.62, Ml
2022-02-05T23:49:04.960Z, 35.03967, -119.08817,   2.43, KILOMETER,  2.07, Ml
2022-02-05T18:34:20.810Z, 33.47800, -116.44267,  14.16, KILOMETER,  2.03, Ml
2022-02-05T07:49:09.660Z, 33.18583, -115.60217,   3.10, KILOMETER,  2.09, Ml
2022-02-05T07:41:04.630Z, 32.88417, -117.50083,  17.92, KILOMETER,  2.55, Ml
2022-02-04T10:52:19.770Z, 34.20067, -117.39967,  13.36, KILOMETER,  2.15, Ml
2022-02-04T05:21:53.790Z, 36.09050, -117.85933,   3.98, KILOMETER,  2.07, Ml
2022-02-03T17:08:22.680Z, 36.01750, -117.77750,   1.69, KILOMETER,  2.21, Ml
2022-02-03T15:18:32.540Z, 34.13283, -117.48133,   5.48, KILOMETER,  2.61, Ml
2022-02-03T15:18:31.890Z, 34.12750, -117.49167,   3.73, KILOMETER,  2.01, Ml
2022-02-03T07:58:10.850Z, 33.99033, -118.35817,  11.77, KILOMETER,  2.07, Ml
2022-02-03T07:20:50.430Z, 36.00683, -117.79950,   1.65, KILOMETER,  2.14, Ml
2022-02-02T16:11:03.660Z, 34.53183, -120.53017,   0.00, KILOMETER,  2.12, Ml
2022-02-02T13:17:39.780Z, 33.02983, -115.61500,   4.64, KILOMETER,  2.54, Ml
2022-02-02T10:01:05.740Z, 33.47667, -116.44617,  13.26, KILOMETER,  2.25, Ml
2022-02-02T08:25:19.690Z, 33.23600, -116.66283,   9.16, KILOMETER,  2.23, Ml
2022-02-02T07:01:30.500Z, 33.47750, -116.44517,  12.63, KILOMETER,  2.02, Ml
2022-02-02T03:39:36.210Z, 33.03300, -115.61467,   5.16, KILOMETER,  2.72, Ml
2022-02-01T19:26:30.930Z, 33.18583, -115.60367,   2.68, KILOMETER,   2.0, Ml
2022-02-01T17:26:16.480Z, 33.94900, -118.20483,  15.79, KILOMETER,  3.26, Ml
2022-02-01T01:24:24.220Z, 32.37517, -115.21783,  11.85, KILOMETER,  2.42, Ml
2022-01-31T23:45:28.720Z, 34.00883, -117.19917,  16.03, KILOMETER,  2.37, Ml
2022-01-31T16:24:05.220Z, 32.48167, -115.17967,  12.74, KILOMETER,  2.03, Ml
2022-01-30T18:53:33.330Z, 33.99617, -119.10267,   9.48, KILOMETER,   2.4, Ml
2022-01-30T17:46:26.970Z, 33.33550, -116.91467,  13.31, KILOMETER,   4.0, Mw
2022-01-30T07:16:50.690Z, 35.71033, -117.54967,   7.63, KILOMETER,  2.47, Ml
2022-01-29T18:06:44.200Z, 34.44300, -119.83483,   2.36, KILOMETER,  2.36, Ml
2022-01-29T15:51:40.460Z, 34.37033, -118.71983,  14.48, KILOMETER,  2.27, Ml
2022-01-29T05:56:41.000Z, 34.79367, -118.93467,  12.41, KILOMETER,   2.3, Ml
2022-01-28T20:33:03.970Z, 35.31300, -118.59950,   5.02, KILOMETER,   2.3, Ml
2022-01-28T10:40:07.860Z, 33.83950, -117.04017,  14.45, KILOMETER,   2.5, Ml
2022-01-28T06:05:58.700Z, 32.47883, -116.93250,  15.65, KILOMETER,  2.59, Ml
2022-01-27T12:16:08.640Z, 35.04467, -118.99233,   6.01, KILOMETER,  2.37, Ml
2022-01-27T11:12:18.860Z, 35.04183, -118.99300,   7.93, KILOMETER,  2.58, Ml
2022-01-27T10:52:41.220Z, 35.03983, -118.99317,   9.91, KILOMETER,  2.84, Ml
2022-01-27T10:51:22.330Z, 35.04450, -118.99583,  12.03, KILOMETER,  3.51, Ml
2022-01-27T09:54:26.310Z, 35.53017, -118.14050,   5.43, KILOMETER,  2.17, Ml
2022-01-27T03:34:01.460Z, 35.65033, -117.45617,   9.44, KILOMETER,  2.29, Ml
2022-01-26T13:32:14.070Z, 34.00950, -119.13017,   0.86, KILOMETER,  2.32, Ml
2022-01-26T13:24:28.290Z, 33.69600, -119.00883,   2.02, KILOMETER,  2.21, Ml
2022-01-26T10:38:30.020Z, 36.02350, -117.77550,   1.83, KILOMETER,  3.12, Ml
2022-01-26T09:59:17.040Z, 36.02300, -117.77633,   1.63, KILOMETER,  3.02, Ml
2022-01-26T09:59:05.010Z, 36.02567, -117.77917,   1.74, KILOMETER,  3.03, Ml
2022-01-26T06:23:11.800Z, 32.90717, -118.64750,   0.96, KILOMETER,  2.67, Ml
2022-01-26T05:11:21.950Z, 36.02483, -117.77733,   1.91, KILOMETER,  2.06, Ml
2022-01-26T05:05:55.330Z, 36.02633, -117.78100,   1.66, KILOMETER,  2.57, Ml
2022-01-26T05:01:00.150Z, 36.02583, -117.78050,   1.78, KILOMETER,  2.04, Ml
2022-01-26T05:00:01.620Z, 36.02517, -117.78117,   1.65, KILOMETER,  2.85, Ml
2022-01-25T21:21:30.440Z, 33.99417, -119.10950,   9.70, KILOMETER,  2.42, Ml
2022-01-25T19:28:18.690Z, 35.89983, -117.68217,   8.95, KILOMETER,  2.01, Ml
2022-01-25T17:23:19.330Z, 33.99833, -119.09783,   9.76, KILOMETER,  2.43, Ml
2022-01-25T14:45:13.580Z, 33.97917, -119.11533,   3.10, KILOMETER,  2.46, Ml
2022-01-24T22:11:56.420Z, 32.14983, -116.42967,  12.59, KILOMETER,  2.01, Ml
2022-01-24T12:44:43.900Z, 35.93717, -117.32233,   3.34, KILOMETER,  2.19, Ml
2022-01-24T02:38:38.010Z, 32.54067, -115.27633,   5.96, KILOMETER,  2.09, Ml
2022-01-23T20:57:15.240Z, 33.43383, -116.39750,   6.66, KILOMETER,  3.21, Ml
2022-01-23T04:49:39.870Z, 35.06017, -119.18917,  12.55, KILOMETER,  2.02, Ml
2022-01-22T23:43:05.360Z, 34.94833, -118.54033,   7.14, KILOMETER,  2.22, Ml
2022-01-22T01:01:42.300Z, 32.86250, -116.08050,   7.23, KILOMETER,  3.01, Ml
2022-01-21T05:49:55.070Z, 33.60433, -116.63750,  14.64, KILOMETER,  2.12, Ml
2022-01-20T12:19:39.650Z, 33.47983, -116.44617,  11.99, KILOMETER,  2.24, Ml
2022-01-20T09:52:30.400Z, 35.52433, -117.40533,   8.70, KILOMETER,  2.53, Ml
2022-01-20T04:26:10.480Z, 33.72983, -116.89850,   3.90, KILOMETER,  2.97, Ml
2022-01-20T04:09:13.450Z, 33.19500, -116.39017,  11.48, KILOMETER,  2.05, Ml
2022-01-19T20:04:45.140Z, 33.44617, -116.54433,  10.37, KILOMETER,  2.09, Ml
2022-01-19T17:46:28.940Z, 33.58267, -116.81183,   5.87, KILOMETER,  2.18, Ml
2022-01-18T18:59:11.540Z, 34.27183, -116.72767,   5.56, KILOMETER,  2.47, Ml
2022-01-18T08:44:37.210Z, 33.82783, -116.74950,  12.51, KILOMETER,  2.44, Ml
2022-01-18T07:39:15.120Z, 33.82550, -116.75067,  12.48, KILOMETER,  3.45, Mw
2022-01-18T03:56:22.820Z, 34.51067, -120.67067,  -0.05, KILOMETER,  2.65, Ml
2022-01-17T15:56:20.910Z, 33.81783, -118.25350,  11.58, KILOMETER,  2.32, Ml
2022-01-17T00:02:29.990Z, 34.43867, -119.29850,  10.42, KILOMETER,  3.19, Ml
2022-01-16T14:59:50.590Z, 35.97000, -117.38750,   2.97, KILOMETER,  2.45, Ml
2022-01-16T12:49:30.000Z, 35.66050, -117.48800,   8.44, KILOMETER,  2.19, Ml
2022-01-16T09:18:14.410Z, 32.40550, -115.18267,  15.88, KILOMETER,  2.75, Ml
2022-01-15T16:19:02.000Z, 34.95950, -118.73283,   7.29, KILOMETER,  2.54, Ml
2022-01-14T19:04:33.790Z, 33.85000, -117.49183,  -0.48, KILOMETER,  2.02, Ml
2022-01-14T15:05:41.430Z, 32.77283, -115.44017,  12.18, KILOMETER,  2.85, Ml
2022-01-13T08:23:09.790Z, 33.37183, -116.39250,   5.06, KILOMETER,  2.75, Ml
2022-01-13T03:27:25.050Z, 33.47350, -116.44133,  13.48, KILOMETER,  2.08, Ml
2022-01-13T03:24:53.520Z, 33.47383, -116.44050,  13.13, KILOMETER,  2.86, Ml
2022-01-13T03:21:08.850Z, 33.47017, -116.44183,  12.84, KILOMETER,  2.27, Ml
2022-01-13T03:20:36.120Z, 33.47967, -116.43400,  14.45, KILOMETER,  2.01, Ml
2022-01-13T03:20:07.970Z, 33.47517, -116.43617,  15.44, KILOMETER,  2.16, Ml
2022-01-13T03:19:54.770Z, 33.47517, -116.43000,  15.11, KILOMETER,  2.44, Ml
2022-01-13T03:19:08.700Z, 33.46883, -116.44300,  13.97, KILOMETER,  3.86, Mw
2022-01-12T09:06:10.320Z, 32.94967, -115.56817,   5.14, KILOMETER,  2.29, Ml
2022-01-12T09:06:03.170Z, 32.93417, -115.53500,  11.04, KILOMETER,  2.54, Ml
2022-01-12T02:12:08.390Z, 33.36117, -116.36350,   2.96, KILOMETER,  2.65, Ml
2022-01-12T00:24:58.770Z, 33.93767, -118.66733,  13.64, KILOMETER,   2.2, Ml
2022-01-11T11:41:49.810Z, 33.81233, -118.25283,  11.57, KILOMETER,  2.52, Ml
2022-01-11T05:47:24.830Z, 33.80833, -118.26850,  14.88, KILOMETER,  2.83, Ml
2022-01-10T18:59:47.040Z, 35.64850, -115.92833,   1.74, KILOMETER,  2.61, Ml
2022-01-09T20:02:52.070Z, 35.60567, -117.40067,   8.29, KILOMETER,  2.23, Ml
2022-01-09T03:56:52.870Z, 33.37250, -116.88050,   5.40, KILOMETER,  2.24, Ml
2022-01-08T23:51:54.580Z, 33.37717, -116.88550,   5.31, KILOMETER,   2.1, Ml
2022-01-08T23:46:18.060Z, 33.37300, -116.88683,   4.58, KILOMETER,  3.21, Ml
2022-01-08T22:37:06.690Z, 33.37633, -116.88100,   5.01, KILOMETER,  2.05, Ml
2022-01-08T06:24:54.860Z, 34.44767, -118.98200,  -0.06, KILOMETER,  2.02, Ml
2022-01-08T06:21:31.650Z, 34.43650, -118.99117,   1.80, KILOMETER,  3.56, Ml
2022-01-07T15:06:47.440Z, 35.67350, -117.52883,   7.71, KILOMETER,  2.07, Ml
2022-01-07T13:15:11.710Z, 32.92367, -115.53300,  11.64, KILOMETER,  2.63, Ml
2022-01-07T12:42:39.920Z, 32.92933, -115.53167,  11.19, KILOMETER,  2.16, Ml
2022-01-07T04:51:32.740Z, 33.56217, -118.31067,   2.05, KILOMETER,  2.49, Ml
2022-01-07T04:43:18.400Z, 33.59267, -118.28733,   1.66, KILOMETER,  2.35, Ml
2022-01-06T18:43:35.940Z, 32.80233, -115.56150,  13.37, KILOMETER,  2.03, Ml
2022-01-06T03:57:47.810Z, 35.68867, -117.49750,   3.36, KILOMETER,  2.24, Ml
2022-01-05T01:24:39.450Z, 36.31767, -117.96967,   1.30, KILOMETER,  2.05, Ml
2022-01-04T12:42:19.810Z, 34.12400, -117.59767,  11.83, KILOMETER,  2.08, Ml
2022-01-04T09:05:04.520Z, 32.96000, -115.86283,   7.95, KILOMETER,   2.0, Ml
2022-01-03T02:34:48.200Z, 35.28400, -119.39067,  17.73, KILOMETER,  3.92, Ml
2022-01-02T23:27:45.920Z, 33.64800, -116.74183,  15.41, KILOMETER,  2.36, Ml
2022-01-02T00:16:14.080Z, 32.26233, -115.34033,   4.03, KILOMETER,  2.28, Ml
